textbox22,textbox24,financial_period_key,national_or_operator,trains_planned,trains_part_cancelled1,trains_full_cancelled,cancellation_score__number_,nr_responsible_infrastructure,nr_responsible_external_event,toc_responsible_toc_fault,toc_responsible_external_event,percent_cancelled_periodic,percent_cancelled_periodic__maa_
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),Elizabeth line,"26,295",232,298,414,136,12,243,23,1.6,4.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),Elizabeth line,"27,656",384,448,640,279,147,199,14,2.3,3.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),Elizabeth line,"27,033",358,867,"1,046",639,103,236,67,3.9,3.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),Elizabeth line,"27,951",563,911,"1,193",541,180,446,25,4.3,4.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),Elizabeth line,"27,964",816,"1,098","1,506",478,168,811,47,5.4,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),Elizabeth line,"27,712",578,747,"1,036",217,592,216,11,3.7,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),Elizabeth line,"27,448",531,534,800,412,55,323,10,2.9,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),Elizabeth line,"27,528",282,299,440,158,68,173,40,1.6,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),Elizabeth line,"26,758",826,"1,568","1,981",666,46,"1,255",14,7.4,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),Elizabeth line,"24,352",337,353,522,137,93,265,24,2.1,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),Elizabeth line,"27,308",716,"1,911","2,269",633,557,"1,044",27,8.3,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),Elizabeth line,"25,758",521,883,"1,144",382,43,604,114,4.4,3.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),Elizabeth line,"29,499",642,515,836,362,213,209,52,2.8,3.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 01),Govia Thameslink Railway,"85,566","2,167","3,671","4,755","1,697",419,"2,490",132,5.6,6.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 02),Govia Thameslink Railway,"83,005","1,930","2,384","3,349","1,148",587,"1,450",150,4.0,6.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),Govia Thameslink Railway,"77,132","1,948","3,164","4,138","1,044",298,"2,501",285,5.4,6.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),Govia Thameslink Railway,"83,214","2,602","6,548","7,849","1,241",961,"5,486",139,9.4,6.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),Govia Thameslink Railway,"77,422","2,472","7,313","8,549","1,979",777,"5,596",168,11.0,6.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),Govia Thameslink Railway,"85,993","2,728","3,427","4,791","1,495",463,"2,663",169,5.6,6.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),Govia Thameslink Railway,"80,725","1,892","3,136","4,082",717,854,"2,324",169,5.1,6.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),Govia Thameslink Railway,"79,664","2,470","3,723","4,958","1,181",596,"3,031",149,6.2,6.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),Govia Thameslink Railway,"86,272","2,238","3,272","4,391","1,094",515,"2,613",165,5.1,6.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),Govia Thameslink Railway,"49,236","1,962","4,851","5,832","1,398","1,287","3,016",127,11.8,6.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),Govia Thameslink Railway,"77,984","2,458","2,135","3,364","1,464",723,"1,055",110,4.3,6.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),Govia Thameslink Railway,"84,777","2,003","2,163","3,165",907,714,"1,430",103,3.7,6.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),Govia Thameslink Railway,"78,389","1,757","2,289","3,168",996,332,"1,721",119,4.0,6.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),Govia Thameslink Railway,"87,195","1,466","2,489","3,222",831,530,"1,743",116,3.7,5.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),Govia Thameslink Railway,"73,690","1,561","1,840","2,621",917,428,"1,110",163,3.6,5.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),Govia Thameslink Railway,"76,326","2,162","2,871","3,952","2,137",387,"1,204",211,5.2,5.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),Govia Thameslink Railway,"73,309","1,737","2,504","3,373","1,147",536,"1,462",226,4.6,5.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),Govia Thameslink Railway,"72,521","1,711","1,968","2,824",815,296,"1,610",103,3.9,4.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),Govia Thameslink Railway,"79,174","1,796","2,129","3,027",616,677,"1,628",106,3.8,4.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),Govia Thameslink Railway,"75,269","1,747","2,362","3,236",842,400,"1,880",110,4.3,4.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),Govia Thameslink Railway,"86,966","2,828","3,040","4,454","1,590",567,"2,130",167,5.1,4.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),Govia Thameslink Railway,"74,696","2,233","2,416","3,533",970,575,"1,810",177,4.7,4.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),Govia Thameslink Railway,"77,544","2,373","3,953","5,140","1,525","1,166","2,313",135,6.6,4.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),Govia Thameslink Railway,"78,510","1,807","1,880","2,784","1,058",495,"1,120",110,3.5,4.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),Govia Thameslink Railway,"83,315","2,156","2,561","3,639","1,018",782,"1,707",132,4.4,4.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),Govia Thameslink Railway,"88,569","2,142","2,521","3,592",938,888,"1,555",209,4.1,4.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),Govia Thameslink Railway,"77,062","2,072","2,582","3,618","1,093",599,"1,757",167,4.7,4.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),Govia Thameslink Railway,"79,689","2,097","2,519","3,568","1,155",518,"1,778",115,4.5,4.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),Govia Thameslink Railway,"85,867","2,643","3,513","4,835","1,139",926,"2,612",151,5.6,4.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),Govia Thameslink Railway,"86,726","2,736","3,198","4,566","1,165",758,"2,333",310,5.3,4.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),Govia Thameslink Railway,"86,259","2,421","3,670","4,881","2,022",640,"2,042",177,5.7,4.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),Govia Thameslink Railway,"86,140","2,483","3,358","4,600","1,576",388,"2,500",136,5.3,4.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),Govia Thameslink Railway,"86,185","2,693","4,903","6,250","1,412","1,597","2,998",242,7.3,5.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),Govia Thameslink Railway,"85,401","2,179","3,381","4,471","1,305",338,"2,613",215,5.2,5.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),Govia Thameslink Railway,"86,206","3,004","5,034","6,536","1,393","1,023","3,896",219,7.6,5.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),Govia Thameslink Railway,"75,377","1,955","4,070","5,048","1,165",578,"3,147",156,6.7,5.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),Govia Thameslink Railway,"85,226","2,463","2,737","3,969","1,555",662,"1,589",164,4.7,5.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),Govia Thameslink Railway,"86,553","2,793","3,132","4,529","1,549",621,"2,170",189,5.2,5.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),Govia Thameslink Railway,"91,409","1,998","3,021","4,020",805,841,"2,264",110,4.4,5.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 01),Grand Central,525,1,7,8,0,0,7,0,1.4,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 02),Grand Central,464,5,16,19,1,1,17,0,4.0,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),Grand Central,494,4,14,16,0,2,14,0,3.2,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),Grand Central,518,4,22,24,4,13,6,1,4.6,3.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),Grand Central,515,12,55,61,12,3,46,0,11.8,4.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),Grand Central,536,8,30,34,13,2,19,0,6.3,4.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),Grand Central,506,6,7,10,2,5,3,0,2.0,4.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),Grand Central,488,12,20,26,4,6,14,3,5.3,4.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),Grand Central,511,12,23,29,6,17,5,1,5.7,4.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),Grand Central,329,13,17,24,6,0,17,0,7.1,4.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),Grand Central,475,8,24,28,1,1,26,0,5.9,5.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),Grand Central,451,3,15,17,0,1,15,0,3.7,4.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),Grand Central,487,14,29,36,3,5,27,1,7.4,5.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),Grand Central,560,10,27,32,5,2,25,0,5.7,5.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),Grand Central,494,13,50,57,16,3,38,0,11.4,6.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),Grand Central,481,11,27,33,6,3,23,0,6.8,6.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),Grand Central,423,7,12,16,3,0,12,0,3.7,6.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),Grand Central,485,15,24,32,3,2,25,1,6.5,6.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),Grand Central,522,12,43,49,2,6,40,0,9.4,6.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),Grand Central,540,7,26,30,4,4,22,0,5.5,6.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),Grand Central,536,8,53,57,19,14,24,0,10.6,6.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),Grand Central,523,8,31,35,14,1,20,0,6.7,7.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),Grand Central,435,18,20,29,19,3,7,0,6.7,7.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),Grand Central,484,7,38,42,5,7,30,0,8.6,7.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),Grand Central,428,9,16,21,4,1,16,0,4.8,7.3
